LogStreamName,Duration,BilledDuration,MemorySize,MaxMemoryUsed
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1596.25 ,1597 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1595.61 ,1596 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1599.41 ,1600 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1603.20 ,1604 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1608.47 ,1609 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1606.58 ,1607 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1598.00 ,1598 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]802ae9848c7344449d6c82cc6b875b82,1597.45 ,1598 ms	, 1600 MB,32 MB	
2024/10/14/[$LATEST]b5e74f8d078e42f49a1a5562e24d0515,1245.92 ,1246 ms	, 1536 MB,32 MB	
2024/10/14/[$LATEST]b5e74f8d078e42f49a1a5562e24d0515,1234.98 ,1235 ms	, 1536 MB,32 MB	
